x,y,wl,wr
8.22504429718694,-13.0764897582194,1.5,1.5
8.15472918546521,-13.2196326955811,1.5,1.5
8.08192314998482,-13.3615248963908,1.5,1.5
8.00664842990045,-13.5021230186017,1.5,1.5
7.92892801844515,-13.6413841154529,1.5,1.5
7.84878565590691,-13.7792656485884,1.5,1.5
7.76624582237705,-13.91572550105,1.5,1.5
7.68133373027248,-14.050721990143,1.5,1.5
7.59407531663454,-14.1842138801677,1.5,1.5
7.50449723520617,-14.316160395016,1.5,1.5
7.41262684829043,-14.4465212306261,1.5,1.5
7.31849221839243,-14.5752565672938,1.5,1.5
7.22212209964745,-14.7023270818362,1.5,1.5
7.12354592903776,-14.8276939596027,1.5,1.5
7.02279381740086,-14.9513189063315,1.5,1.5
6.9198965402319,-15.0731641598469,1.5,1.5
6.81488552828312,-15.1931925015936,1.5,1.5
6.707792857963,-15.3113672680064,1.5,1.5
6.59865124153836,-15.4276523617081,1.5,1.5
6.48749401714211,-15.5420122625366,1.5,1.5
6.37435513858986,-15.6544120383947,1.5,1.5
6.25926916500852,-15.7648173559198,1.5,1.5
6.14227125027985,-15.8731944909721,1.5,1.5
6.02339713230257,-15.9795103389352,1.5,1.5
5.90268312207583,-16.0837324248286,1.5,1.5
5.78016609260787,-16.1858289132273,1.5,1.5
5.65588346765273,-16.285768617986,1.5,1.5
5.52987321027897,-16.3835210117653,1.5,1.5
5.40217381127361,-16.4790562353568,1.5,1.5
5.2728242773847,-16.572345106803,1.5,1.5
5.1418641194065,-16.6633591303121,1.5,1.5
5.00933334011059,-16.7520705049617,1.5,1.5
4.87527242202674,-16.8384521331908,1.5,1.5
4.73972231507719,-16.9224776290772,1.5,1.5
4.60272442406816,-17.0041213263972,1.5,1.5
4.4643205960425,-17.0833582864653,1.5,1.5
4.32455310749717,-17.1601643057523,1.5,1.5
4.18346465146953,-17.2345159232783,1.5,1.5
4.04109832449647,-17.3063904277789,1.5,1.5
