x,y,L_track,R_track
-5.439685822,-22.45031472,1.5,1.5
-6.136785514,-22.51397019,1.5,1.5
-6.836700562,-22.50306485,1.5,1.5
-7.536496209,-22.51997791,1.5,1.5
-8.235789246,-22.55143024,1.5,1.5
-8.93401235,-22.60127497,1.5,1.5
-9.631951418,-22.65495045,1.5,1.5
-10.32730746,-22.73544871,1.5,1.5
-11.02320323,-22.81113936,1.5,1.5
-11.71352031,-22.92716667,1.5,1.5
-12.39514886,-23.08648558,1.5,1.5
-13.08164916,-23.22329694,1.5,1.5
-13.72873394,-23.49028248,1.5,1.5
-14.39820968,-23.69473843,1.5,1.5
-15.07236368,-23.88319635,1.5,1.5
-15.75137844,-24.05331087,1.5,1.5
-16.42772057,-24.23375844,1.5,1.5
-17.12761681,-24.22170649,1.5,1.5
-17.81581708,-24.34969241,1.5,1.5
-18.50277197,-24.48420254,1.5,1.5
-19.18707809,-24.63159703,1.5,1.5
-19.87705435,-24.74963414,1.5,1.5
-20.57163943,-24.83653392,1.5,1.5
-21.26382418,-24.94084245,1.5,1.5
-21.9578702,-25.03194746,1.5,1.5
-22.65345026,-25.11048644,1.5,1.5
-23.34614304,-25.21136616,1.5,1.5
-24.04205225,-25.28693318,1.5,1.5
-24.74179894,-25.30576298,1.5,1.5
-25.4417128,-25.31674423,1.5,1.5
-26.141304,-25.29282437,1.5,1.5
-26.83994304,-25.24919539,1.5,1.5
-27.53990402,-25.25658706,1.5,1.5
-28.23586458,-25.18149453,1.5,1.5
-28.9262372,-25.06579817,1.5,1.5
-29.6101643,-24.91665487,1.5,1.5
-30.27508664,-24.69784381,1.5,1.5
-30.96622998,-24.58684432,1.5,1.5
-31.63594009,-24.38315739,1.5,1.5
-32.29373946,-24.14378324,1.5,1.5
-32.93908757,-23.87262678,1.5,1.5
-33.58902308,-23.61265788,1.5,1.5
-34.22576079,-23.32185711,1.5,1.5
-34.82770509,-22.96455743,1.5,1.5
-35.42780522,-22.60416899,1.5,1.5
-36.00782903,-22.21228586,1.5,1.5
-36.56539946,-21.7890658,1.5,1.5
-37.13854181,-21.38718541,1.5,1.5
-37.66901625,-20.93046136,1.5,1.5
-38.22784582,-20.5089053,1.5,1.5
-38.7853539,-20.08560312,1.5,1.5
-39.29631289,-19.60714631,1.5,1.5
-39.85060009,-19.17963526,1.5,1.5
-40.43415677,-18.79303262,1.5,1.5
-41.01699901,-18.40535372,1.5,1.5
-41.61592147,-18.0430115,1.5,1.5
-42.16220907,-17.60532456,1.5,1.5
-42.77913225,-17.2745591,1.5,1.5
-43.42309681,-17.00013307,1.5,1.5
-44.06853688,-16.72919559,1.5,1.5
-44.72455999,-16.48499553,1.5,1.5
-45.39497222,-16.28363156,1.5,1.5
-46.05820384,-16.05974807,1.5,1.5
-46.74161755,-15.90826967,1.5,1.5
-47.43572201,-15.81761103,1.5,1.5
-48.13472782,-15.78031649,1.5,1.5
-48.8346397,-15.79142338,1.5,1.5
-49.53326231,-15.83531467,1.5,1.5
-50.22789693,-15.74881178,1.5,1.5
-50.90878283,-15.91127527,1.5,1.5
-51.57550039,-16.1245537,1.5,1.5
-52.21296654,-16.41375417,1.5,1.5
-52.82048469,-16.76149214,1.5,1.5
-53.44691665,-17.07387493,1.5,1.5
-53.98811586,-17.51783822,1.5,1.5
-54.4716242,-18.0240197,1.5,1.5
-54.92510743,-18.55726726,1.5,1.5
-55.34187867,-19.11967434,1.5,1.5
-55.70433114,-19.71853009,1.5,1.5
-56.01967268,-20.34347786,1.5,1.5
-56.26892589,-20.99759776,1.5,1.5
-56.52720895,-21.64820506,1.5,1.5
-56.66599335,-22.3343092,1.5,1.5
-56.74457038,-23.02988497,1.5,1.5
-56.7958663,-23.72800296,1.5,1.5
-56.77048304,-24.42754258,1.5,1.5
-56.69880982,-25.1238636,1.5,1.5
-56.5380395,-25.80515128,1.5,1.5
-56.38494248,-26.4882042,1.5,1.5
-56.12601258,-27.13855435,1.5,1.5
-55.830591,-27.77316138,1.5,1.5
-55.50898733,-28.39490979,1.5,1.5
-55.15528355,-28.99897405,1.5,1.5
-54.79512985,-29.59921509,1.5,1.5
-54.37288431,-30.15752389,1.5,1.5
-53.92150785,-30.69255594,1.5,1.5
-53.46191714,-31.22054872,1.5,1.5
-53.01918381,-31.76275458,1.5,1.5
-52.53487644,-32.26817161,1.5,1.5
-52.09453064,-32.81231826,1.5,1.5
-51.59019333,-33.2977499,1.5,1.5
-51.10322185,-33.80060055,1.5,1.5
-50.58323334,-34.26922828,1.5,1.5
-50.06040287,-34.73468322,1.5,1.5
-49.53176978,-35.19353728,1.5,1.5
-49.01824588,-35.66924014,1.5,1.5
-48.49121497,-36.12993355,1.5,1.5
-47.94625892,-36.56927727,1.5,1.5
-47.42088789,-37.03186271,1.5,1.5
-46.8896797,-37.48773314,1.5,1.5
-46.3492836,-37.93267364,1.5,1.5
-45.81677636,-38.38702598,1.5,1.5
-45.27103484,-38.82539362,1.5,1.5
-44.7419215,-39.28369382,1.5,1.5
-44.20533738,-39.73322412,1.5,1.5
-43.5614785,-40.00789801,1.5,1.5
-43.01528695,-40.4457048,1.5,1.5
-42.56081696,-40.97811163,1.5,1.5
-42.02362793,-41.42691887,1.5,1.5
-41.47520762,-41.86193055,1.5,1.5
-40.89362263,-42.251493,1.5,1.5
-40.33876594,-42.67826466,1.5,1.5
-39.75785736,-43.06883504,1.5,1.5
-39.19446602,-43.48427481,1.5,1.5
-38.62564056,-43.89224245,1.5,1.5
-38.05495454,-44.29760335,1.5,1.5
-37.48910985,-44.70969533,1.5,1.5
-36.91492355,-45.11008275,1.5,1.5
-36.33986543,-45.50921701,1.5,1.5
-35.76400534,-45.90719335,1.5,1.5
-35.22074548,-46.34863272,1.5,1.5
-34.64612479,-46.74839647,1.5,1.5
-34.03375591,-47.0875194,1.5,1.5
-33.45824002,-47.48599331,1.5,1.5
-32.88545204,-47.88837861,1.5,1.5
-32.3136413,-48.29215142,1.5,1.5
-31.74637137,-48.70227924,1.5,1.5
-31.1819595,-49.11633145,1.5,1.5
-30.62397856,-49.53901014,1.5,1.5
-30.07093152,-49.96812431,1.5,1.5
-29.523512,-50.40439472,1.5,1.5
-28.97481942,-50.83906293,1.5,1.5
-28.46163985,-51.31513721,1.5,1.5
-27.94211241,-51.78427605,1.5,1.5
-27.43487085,-52.26667215,1.5,1.5
-26.94350096,-52.76522569,1.5,1.5
-26.46942789,-53.28025455,1.5,1.5
-26.01155028,-53.80973363,1.5,1.5
-25.57532819,-54.35719165,1.5,1.5
-25.16852455,-54.92685014,1.5,1.5
-24.72327621,-55.46699263,1.5,1.5
-24.36366601,-56.06755945,1.5,1.5
-24.05062193,-56.69366121,1.5,1.5
-23.75325945,-57.3273611,1.5,1.5
-23.56560834,-58.00174012,1.5,1.5
-23.3310501,-58.6612721,1.5,1.5
-23.11335094,-59.32655931,1.5,1.5
-22.92640642,-60.00113455,1.5,1.5
-22.78197173,-60.68607149,1.5,1.5
-22.71107684,-61.38247218,1.5,1.5
-22.64037667,-62.07889266,1.5,1.5
-22.66381411,-62.77850018,1.5,1.5
-22.78254873,-63.46835675,1.5,1.5
-22.97940356,-64.14010684,1.5,1.5
-23.24573077,-64.78746286,1.5,1.5
-23.62288943,-65.37716731,1.5,1.5
-24.00271197,-65.96515952,1.5,1.5
-24.4559359,-66.49862749,1.5,1.5
-24.95791282,-66.98649957,1.5,1.5
-25.48759425,-67.44414309,1.5,1.5
-26.04623221,-67.86595303,1.5,1.5
-26.64713893,-68.22499496,1.5,1.5
-27.26835846,-68.54761904,1.5,1.5
-27.89740181,-68.85470936,1.5,1.5
-28.53895069,-69.13473622,1.5,1.5
-29.1886725,-69.39523876,1.5,1.5
-29.85081728,-69.62231646,1.5,1.5
-30.52266336,-69.81884343,1.5,1.5
-31.21052498,-69.94863705,1.5,1.5
-31.89630367,-70.08902078,1.5,1.5
